id,family,name,category,vcpus,memory,ssd,hdd,cpu,accelerators,accelerator,embodied
a1-2xlarge,a1,a1.2xlarge,general,8,16,0,0,aws-graviton-1,0,,1.0221904
a1-4xlarge,a1,a1.4xlarge,general,16,32,0,0,aws-graviton-1,0,,1.0221904
a1-large,a1,a1.large,general,2,4,0,0,aws-graviton-1,0,,1.0221904
a1-medium,a1,a1.medium,general,1,2,0,0,aws-graviton-1,0,,1.0221904
a1-metal,a1,a1.metal,general,16,32,0,0,aws-graviton-1,0,,1.0221904
a1-xlarge,a1,a1.xlarge,general,4,8,0,0,aws-graviton-1,0,,1.0221904
c1-medium,c1,c1.medium,compute,2,1.7,0,350,intel-xeon-e52651v2,0,,1.5360594
c1-xlarge,c1,c1.xlarge,compute,8,7,0,1680,intel-xeon-e52651v2,0,,1.5360594
c3-2xlarge,c3,c3.2xlarge,compute,8,15,160,0,intel-xeon-e52680v2,0,,1.3610236
c3-4xlarge,c3,c3.4xlarge,compute,16,30,320,0,intel-xeon-e52680v2,0,,1.3610236
c3-8xlarge,c3,c3.8xlarge,compute,32,60,640,0,intel-xeon-e52680v2,0,,1.3610236
c3-large,c3,c3.large,compute,2,3.75,32,0,intel-xeon-e52680v2,0,,1.3610236
c3-xlarge,c3,c3.xlarge,compute,4,7.5,80,0,intel-xeon-e52680v2,0,,1.3610236
c4-2xlarge,c4,c4.2xlarge,compute,8,15,0,0,intel-xeon-e52666v3,0,,1.1610236
c4-4xlarge,c4,c4.4xlarge,compute,16,30,0,0,intel-xeon-e52666v3,0,,1.1610236
c4-8xlarge,c4,c4.8xlarge,compute,36,60,0,0,intel-xeon-e52666v3,0,,1.1610236
c4-large,c4,c4.large,compute,2,3.75,0,0,intel-xeon-e52666v3,0,,1.1610236
c4-xlarge,c4,c4.xlarge,compute,4,7.5,0,0,intel-xeon-e52666v3,0,,1.1610236
c5-12xlarge,c5,c5.12xlarge,compute,48,96,0,0,intel-xeon-8275cl,0,,1.3440944
c5-18xlarge,c5,c5.18xlarge,compute,72,144,0,0,intel-xeon-8124m,0,,1.3440944
c5-24xlarge,c5,c5.24xlarge,compute,96,192,0,0,intel-xeon-8275cl,0,,1.3440944
c5-2xlarge,c5,c5.2xlarge,compute,8,16,0,0,intel-xeon-8124m,0,,1.3440944
c5-4xlarge,c5,c5.4xlarge,compute,16,32,0,0,intel-xeon-8124m,0,,1.3440944
c5-9xlarge,c5,c5.9xlarge,compute,36,72,0,0,intel-xeon-8124m,0,,1.3440944
c5-large,c5,c5.large,compute,2,4,0,0,intel-xeon-8124m,0,,1.3440944
c5-metal,c5,c5.metal,compute,96,192,0,0,intel-xeon-8275cl,0,,1.3440944
c5-xlarge,c5,c5.xlarge,compute,4,8,0,0,intel-xeon-8124m,0,,1.3440944
c5a-12xlarge,c5a,c5a.12xlarge,compute,48,96,0,0,amd-epyc-7r32,0,,1.2440944
c5a-16xlarge,c5a,c5a.16xlarge,compute,64,128,0,0,amd-epyc-7r32,0,,1.2440944
c5a-24xlarge,c5a,c5a.24xlarge,compute,96,192,0,0,amd-epyc-7r32,0,,1.2440944
c5a-2xlarge,c5a,c5a.2xlarge,compute,8,16,0,0,amd-epyc-7r32,0,,1.2440944
c5a-4xlarge,c5a,c5a.4xlarge,compute,16,32,0,0,amd-epyc-7r32,0,,1.2440944
c5a-8xlarge,c5a,c5a.8xlarge,compute,32,64,0,0,amd-epyc-7r32,0,,1.2440944
c5a-large,c5a,c5a.large,compute,2,4,0,0,amd-epyc-7r32,0,,1.2440944
c5a-xlarge,c5a,c5a.xlarge,compute,4,8,0,0,amd-epyc-7r32,0,,1.2440944
c5ad-12xlarge,c5ad,c5ad.12xlarge,compute,48,96,1800,0,amd-epyc-7r32,0,,1.4440944
c5ad-16xlarge,c5ad,c5ad.16xlarge,compute,64,128,2400,0,amd-epyc-7r32,0,,1.4440944
c5ad-24xlarge,c5ad,c5ad.24xlarge,compute,96,192,3800,0,amd-epyc-7r32,0,,1.4440944
c5ad-2xlarge,c5ad,c5ad.2xlarge,compute,8,16,300,0,amd-epyc-7r32,0,,1.4440944
c5ad-4xlarge,c5ad,c5ad.4xlarge,compute,16,32,600,0,amd-epyc-7r32,0,,1.4440944
c5ad-8xlarge,c5ad,c5ad.8xlarge,compute,32,64,1200,0,amd-epyc-7r32,0,,1.4440944
c5ad-large,c5ad,c5ad.large,compute,2,4,75,0,amd-epyc-7r32,0,,1.4440944
c5ad-xlarge,c5ad,c5ad.xlarge,compute,4,8,150,0,amd-epyc-7r32,0,,1.4440944
c5d-12xlarge,c5d,c5d.12xlarge,compute,48,96,1800,0,intel-xeon-8275cl,0,,1.7440944
c5d-18xlarge,c5d,c5d.18xlarge,compute,72,144,1800,0,intel-xeon-8124m,0,,1.5440944
c5d-24xlarge,c5d,c5d.24xlarge,compute,96,192,3600,0,intel-xeon-8275cl,0,,1.7440944
c5d-2xlarge,c5d,c5d.2xlarge,compute,8,16,200,0,intel-xeon-8124m,0,,1.5440944
c5d-4xlarge,c5d,c5d.4xlarge,compute,16,32,400,0,intel-xeon-8124m,0,,1.5440944
c5d-9xlarge,c5d,c5d.9xlarge,compute,36,72,900,0,intel-xeon-8124m,0,,1.5440944
c5d-large,c5d,c5d.large,compute,2,4,50,0,intel-xeon-8124m,0,,1.5440944
c5d-metal,c5d,c5d.metal,compute,96,192,3600,0,intel-xeon-8275cl,0,,1.7440944
c5d-xlarge,c5d,c5d.xlarge,compute,4,8,100,0,intel-xeon-8124m,0,,1.5440944
c5n-18xlarge,c5n,c5n.18xlarge,compute,72,192,0,0,intel-xeon-8124m,0,,1.3440944
c5n-2xlarge,c5n,c5n.2xlarge,compute,8,21,0,0,intel-xeon-8124m,0,,1.3440944
c5n-4xlarge,c5n,c5n.4xlarge,compute,16,42,0,0,intel-xeon-8124m,0,,1.3440944
c5n-9xlarge,c5n,c5n.9xlarge,compute,36,96,0,0,intel-xeon-8124m,0,,1.3440944
c5n-large,c5n,c5n.large,compute,2,5.25,0,0,intel-xeon-8124m,0,,1.3440944
c5n-metal,c5n,c5n.metal,compute,72,192,0,0,intel-xeon-8124m,0,,1.3440944
c5n-xlarge,c5n,c5n.xlarge,compute,4,10.5,0,0,intel-xeon-8124m,0,,1.3440944
c6a-12xlarge,c6a,c6a.12xlarge,compute,48,96,0,0,amd-epyc-7r13,0,,1.2440944
c6a-16xlarge,c6a,c6a.16xlarge,compute,64,128,0,0,amd-epyc-7r13,0,,1.2440944
c6a-24xlarge,c6a,c6a.24xlarge,compute,96,192,0,0,amd-epyc-7r13,0,,1.2440944
c6a-2xlarge,c6a,c6a.2xlarge,compute,8,16,0,0,amd-epyc-7r13,0,,1.2440944
c6a-32xlarge,c6a,c6a.32xlarge,compute,128,256,0,0,amd-epyc-7r13,0,,1.7879024
c6a-48xlarge,c6a,c6a.48xlarge,compute,192,384,0,0,amd-epyc-7r13,0,,1.7879024
c6a-4xlarge,c6a,c6a.4xlarge,compute,16,32,0,0,amd-epyc-7r13,0,,1.2440944
c6a-8xlarge,c6a,c6a.8xlarge,compute,32,64,0,0,amd-epyc-7r13,0,,1.2440944
c6a-large,c6a,c6a.large,compute,2,4,0,0,amd-epyc-7r13,0,,1.2440944
c6a-metal,c6a,c6a.metal,compute,192,384,0,0,amd-epyc-7r13,0,,1.7879024
c6a-xlarge,c6a,c6a.xlarge,compute,4,8,0,0,amd-epyc-7r13,0,,1.2440944
c6g-12xlarge,c6g,c6g.12xlarge,compute,48,96,0,0,aws-graviton-2,0,,1.1553328
c6g-16xlarge,c6g,c6g.16xlarge,compute,64,128,0,0,aws-graviton-2,0,,1.1553328
c6g-2xlarge,c6g,c6g.2xlarge,compute,8,16,0,0,aws-graviton-2,0,,1.1553328
c6g-4xlarge,c6g,c6g.4xlarge,compute,16,32,0,0,aws-graviton-2,0,,1.1553328
c6g-8xlarge,c6g,c6g.8xlarge,compute,32,64,0,0,aws-graviton-2,0,,1.1553328
c6g-large,c6g,c6g.large,compute,2,4,0,0,aws-graviton-2,0,,1.1553328
c6g-medium,c6g,c6g.medium,compute,1,2,0,0,aws-graviton-2,0,,1.1553328
c6g-metal,c6g,c6g.metal,compute,64,128,0,0,aws-graviton-2,0,,1.1553328
c6g-xlarge,c6g,c6g.xlarge,compute,4,8,0,0,aws-graviton-2,0,,1.1553328
c6gd-12xlarge,c6gd,c6gd.12xlarge,compute,48,96,2850,0,aws-graviton-2,0,,1.3553328
c6gd-16xlarge,c6gd,c6gd.16xlarge,compute,64,128,3800,0,aws-graviton-2,0,,1.3553328
c6gd-2xlarge,c6gd,c6gd.2xlarge,compute,8,16,474,0,aws-graviton-2,0,,1.3553328
c6gd-4xlarge,c6gd,c6gd.4xlarge,compute,16,32,950,0,aws-graviton-2,0,,1.3553328
c6gd-8xlarge,c6gd,c6gd.8xlarge,compute,32,64,1900,0,aws-graviton-2,0,,1.3553328
c6gd-large,c6gd,c6gd.large,compute,2,4,118,0,aws-graviton-2,0,,1.3553328
c6gd-medium,c6gd,c6gd.medium,compute,1,2,59,0,aws-graviton-2,0,,1.3553328
c6gd-metal,c6gd,c6gd.metal,compute,64,128,3800,0,aws-graviton-2,0,,1.3553328
c6gd-xlarge,c6gd,c6gd.xlarge,compute,4,8,237,0,aws-graviton-2,0,,1.3553328
c6gn-12xlarge,c6gn,c6gn.12xlarge,compute,48,96,0,0,aws-graviton-2,0,,1.1553328
c6gn-16xlarge,c6gn,c6gn.16xlarge,compute,64,128,0,0,aws-graviton-2,0,,1.1553328
c6gn-2xlarge,c6gn,c6gn.2xlarge,compute,8,16,0,0,aws-graviton-2,0,,1.1553328
c6gn-4xlarge,c6gn,c6gn.4xlarge,compute,16,32,0,0,aws-graviton-2,0,,1.1553328
c6gn-8xlarge,c6gn,c6gn.8xlarge,compute,32,64,0,0,aws-graviton-2,0,,1.1553328
c6gn-large,c6gn,c6gn.large,compute,2,4,0,0,aws-graviton-2,0,,1.1553328
c6gn-medium,c6gn,c6gn.medium,compute,1,2,0,0,aws-graviton-2,0,,1.1553328
c6gn-xlarge,c6gn,c6gn.xlarge,compute,4,8,0,0,aws-graviton-2,0,,1.1553328
c6i-12xlarge,c6i,c6i.12xlarge,compute,48,96,0,0,intel-xeon-8375c,0,,1.1553328
c6i-16xlarge,c6i,c6i.16xlarge,compute,64,128,0,0,intel-xeon-8375c,0,,1.1553328
c6i-24xlarge,c6i,c6i.24xlarge,compute,96,192,0,0,intel-xeon-8375c,0,,1.3440944
c6i-2xlarge,c6i,c6i.2xlarge,compute,8,16,0,0,intel-xeon-8375c,0,,1.1553328
c6i-32xlarge,c6i,c6i.32xlarge,compute,128,256,0,0,intel-xeon-8375c,0,,1.7879024
c6i-4xlarge,c6i,c6i.4xlarge,compute,16,32,0,0,intel-xeon-8375c,0,,1.1553328
c6i-8xlarge,c6i,c6i.8xlarge,compute,32,64,0,0,intel-xeon-8375c,0,,1.1553328
c6i-large,c6i,c6i.large,compute,2,4,0,0,intel-xeon-8375c,0,,1.1553328
c6i-metal,c6i,c6i.metal,compute,128,256,0,0,intel-xeon-8375c,0,,1.7879024
c6i-xlarge,c6i,c6i.xlarge,compute,4,8,0,0,intel-xeon-8375c,0,,1.1553328
c6id-12xlarge,c6id,c6id.12xlarge,compute,48,96,2850,0,intel-xeon-8375c,0,,1.3553328
c6id-16xlarge,c6id,c6id.16xlarge,compute,64,128,3800,0,intel-xeon-8375c,0,,1.3553328
c6id-24xlarge,c6id,c6id.24xlarge,compute,96,192,5700,0,intel-xeon-8375c,0,,1.4440944
c6id-2xlarge,c6id,c6id.2xlarge,compute,8,16,474,0,intel-xeon-8375c,0,,1.3553328
c6id-32xlarge,c6id,c6id.32xlarge,compute,128,256,7600,0,intel-xeon-8375c,0,,1.7879024
c6id-4xlarge,c6id,c6id.4xlarge,compute,16,32,950,0,intel-xeon-8375c,0,,1.3553328
c6id-8xlarge,c6id,c6id.8xlarge,compute,32,64,1900,0,intel-xeon-8375c,0,,1.3553328
c6id-large,c6id,c6id.large,compute,2,4,118,0,intel-xeon-8375c,0,,1.3553328
c6id-metal,c6id,c6id.metal,compute,128,256,7600,0,intel-xeon-8375c,0,,1.7879024
c6id-xlarge,c6id,c6id.xlarge,compute,4,8,237,0,intel-xeon-8375c,0,,1.3553328
c6in-12xlarge,c6in,c6in.12xlarge,compute,48,96,0,0,intel-xeon-8375c,0,,1.1553328
c6in-16xlarge,c6in,c6in.16xlarge,compute,64,128,0,0,intel-xeon-8375c,0,,1.1553328
c6in-24xlarge,c6in,c6in.24xlarge,compute,96,192,0,0,intel-xeon-8375c,0,,1.3440944
c6in-2xlarge,c6in,c6in.2xlarge,compute,8,16,0,0,intel-xeon-8375c,0,,1.1553328
c6in-32xlarge,c6in,c6in.32xlarge,compute,128,256,0,0,intel-xeon-8375c,0,,1.7879024
c6in-4xlarge,c6in,c6in.4xlarge,compute,16,32,0,0,intel-xeon-8375c,0,,1.1553328
c6in-8xlarge,c6in,c6in.8xlarge,compute,32,64,0,0,intel-xeon-8375c,0,,1.1553328
c6in-large,c6in,c6in.large,compute,2,4,0,0,intel-xeon-8375c,0,,1.1553328
c6in-metal,c6in,c6in.metal,compute,128,256,0,0,intel-xeon-8375c,0,,1.7879024
c6in-xlarge,c6in,c6in.xlarge,compute,4,8,0,0,intel-xeon-8375c,0,,1.1553328
c7a-12xlarge,c7a,c7a.12xlarge,compute,48,96,0,0,amd-epyc-9r14,0,,1.2440944
c7a-16xlarge,c7a,c7a.16xlarge,compute,64,128,0,0,amd-epyc-9r14,0,,1.2440944
c7a-24xlarge,c7a,c7a.24xlarge,compute,96,192,0,0,amd-epyc-9r14,0,,1.2440944
c7a-2xlarge,c7a,c7a.2xlarge,compute,8,16,0,0,amd-epyc-9r14,0,,1.2440944
c7a-32xlarge,c7a,c7a.32xlarge,compute,128,256,0,0,amd-epyc-9r14,0,,1.7879024
c7a-48xlarge,c7a,c7a.48xlarge,compute,192,384,0,0,amd-epyc-9r14,0,,1.7879024
c7a-4xlarge,c7a,c7a.4xlarge,compute,16,32,0,0,amd-epyc-9r14,0,,1.2440944
c7a-8xlarge,c7a,c7a.8xlarge,compute,32,64,0,0,amd-epyc-9r14,0,,1.2440944
c7a-large,c7a,c7a.large,compute,2,4,0,0,amd-epyc-9r14,0,,1.2440944
c7a-medium,c7a,c7a.medium,compute,1,2,0,0,amd-epyc-9r14,0,,1.1553328
c7a-metal-48xl,c7a,c7a.metal-48xl,compute,192,384,0,0,amd-epyc-9r14,0,,1.7879024
c7a-xlarge,c7a,c7a.xlarge,compute,4,8,0,0,amd-epyc-9r14,0,,1.2440944
c7g-12xlarge,c7g,c7g.12xlarge,compute,48,96,0,0,aws-graviton-3,0,,1.1553328
c7g-16xlarge,c7g,c7g.16xlarge,compute,64,128,0,0,aws-graviton-3,0,,1.1553328
c7g-2xlarge,c7g,c7g.2xlarge,compute,8,16,0,0,aws-graviton-3,0,,1.1553328
c7g-4xlarge,c7g,c7g.4xlarge,compute,16,32,0,0,aws-graviton-3,0,,1.1553328
c7g-8xlarge,c7g,c7g.8xlarge,compute,32,64,0,0,aws-graviton-3,0,,1.1553328
c7g-large,c7g,c7g.large,compute,2,4,0,0,aws-graviton-3,0,,1.1553328
c7g-medium,c7g,c7g.medium,compute,1,2,0,0,aws-graviton-3,0,,1.1553328
c7g-metal,c7g,c7g.metal,compute,64,128,0,0,aws-graviton-3,0,,1.1553328
c7g-xlarge,c7g,c7g.xlarge,compute,4,8,0,0,aws-graviton-3,0,,1.1553328
c7gd-12xlarge,c7gd,c7gd.12xlarge,compute,48,96,2850,0,aws-graviton-3,0,,1.3553328
c7gd-16xlarge,c7gd,c7gd.16xlarge,compute,64,128,3800,0,aws-graviton-3,0,,1.3553328
c7gd-2xlarge,c7gd,c7gd.2xlarge,compute,8,16,474,0,aws-graviton-3,0,,1.3553328
c7gd-4xlarge,c7gd,c7gd.4xlarge,compute,16,32,950,0,aws-graviton-3,0,,1.3553328
c7gd-8xlarge,c7gd,c7gd.8xlarge,compute,32,64,1900,0,aws-graviton-3,0,,1.3553328
c7gd-large,c7gd,c7gd.large,compute,2,4,118,0,aws-graviton-3,0,,1.3553328
c7gd-medium,c7gd,c7gd.medium,compute,1,2,59,0,aws-graviton-3,0,,1.3553328
c7gd-metal,c7gd,c7gd.metal,compute,64,128,3800,0,aws-graviton-3,0,,1.3553328
c7gd-xlarge,c7gd,c7gd.xlarge,compute,4,8,237,0,aws-graviton-3,0,,1.3553328
c7gn-12xlarge,c7gn,c7gn.12xlarge,compute,48,96,0,0,aws-graviton-3,0,,1.1553328
c7gn-16xlarge,c7gn,c7gn.16xlarge,compute,64,128,0,0,aws-graviton-3,0,,1.1553328
c7gn-2xlarge,c7gn,c7gn.2xlarge,compute,8,16,0,0,aws-graviton-3,0,,1.1553328
c7gn-4xlarge,c7gn,c7gn.4xlarge,compute,16,32,0,0,aws-graviton-3,0,,1.1553328
c7gn-8xlarge,c7gn,c7gn.8xlarge,compute,32,64,0,0,aws-graviton-3,0,,1.1553328
c7gn-large,c7gn,c7gn.large,compute,2,4,0,0,aws-graviton-3,0,,1.1553328
c7gn-medium,c7gn,c7gn.medium,compute,1,2,0,0,aws-graviton-3,0,,1.1553328
c7gn-metal,c7gn,c7gn.metal,compute,64,128,0,0,aws-graviton-3,0,,1.1553328
c7gn-xlarge,c7gn,c7gn.xlarge,compute,4,8,0,0,aws-graviton-3,0,,1.1553328
c7i-12xlarge,c7i,c7i.12xlarge,compute,48,96,0,0,intel-xeon-8488c,0,,1.3440944
c7i-16xlarge,c7i,c7i.16xlarge,compute,64,128,0,0,intel-xeon-8488c,0,,1.2440944
c7i-24xlarge,c7i,c7i.24xlarge,compute,96,192,0,0,intel-xeon-8488c,0,,1.3440944
c7i-2xlarge,c7i,c7i.2xlarge,compute,8,16,0,0,intel-xeon-8488c,0,,1.3440944
c7i-48xlarge,c7i,c7i.48xlarge,compute,192,384,0,0,intel-xeon-8488c,0,,1.7879024
c7i-4xlarge,c7i,c7i.4xlarge,compute,16,32,0,0,intel-xeon-8488c,0,,1.3440944
c7i-8xlarge,c7i,c7i.8xlarge,compute,32,64,0,0,intel-xeon-8488c,0,,1.2440944
c7i-flex-2xlarge,c7i,c7i-flex.2xlarge,compute,8,16,0,0,intel-xeon-8488c,0,,1.3440944
c7i-flex-4xlarge,c7i,c7i-flex.4xlarge,compute,16,32,0,0,intel-xeon-8488c,0,,1.3440944
c7i-flex-8xlarge,c7i,c7i-flex.8xlarge,compute,32,64,0,0,intel-xeon-8488c,0,,1.2440944
c7i-flex-large,c7i,c7i-flex.large,compute,2,4,0,0,intel-xeon-8488c,0,,1.3440944
c7i-flex-xlarge,c7i,c7i-flex.xlarge,compute,4,8,0,0,intel-xeon-8488c,0,,1.3440944
c7i-large,c7i,c7i.large,compute,2,4,0,0,intel-xeon-8488c,0,,1.3440944
c7i-metal-24xl,c7i,c7i.metal-24xl,compute,96,192,0,0,intel-xeon-8488c,0,,1.3440944
c7i-metal-48xl,c7i,c7i.metal-48xl,compute,192,384,0,0,intel-xeon-8488c,0,,1.7879024
c7i-xlarge,c7i,c7i.xlarge,compute,4,8,0,0,intel-xeon-8488c,0,,1.3440944
c8g-12xlarge,c8g,c8g.12xlarge,compute,48,96,0,0,aws-graviton-4,0,,1.1553328
c8g-16xlarge,c8g,c8g.16xlarge,compute,64,128,0,0,aws-graviton-4,0,,1.1553328
c8g-24xlarge,c8g,c8g.24xlarge,compute,96,192,0,0,aws-graviton-4,0,,1.3440944
c8g-2xlarge,c8g,c8g.2xlarge,compute,8,16,0,0,aws-graviton-4,0,,1.1553328
c8g-48xlarge,c8g,c8g.48xlarge,compute,192,384,0,0,aws-graviton-4,0,,1.7879024
c8g-4xlarge,c8g,c8g.4xlarge,compute,16,32,0,0,aws-graviton-4,0,,1.1553328
c8g-8xlarge,c8g,c8g.8xlarge,compute,32,64,0,0,aws-graviton-4,0,,1.1553328
c8g-large,c8g,c8g.large,compute,2,4,0,0,aws-graviton-4,0,,1.1553328
c8g-medium,c8g,c8g.medium,compute,1,2,0,0,aws-graviton-4,0,,1.1553328
c8g-metal-24xl,c8g,c8g.metal-24xl,compute,96,192,0,0,aws-graviton-4,0,,1.3440944
c8g-metal-48xl,c8g,c8g.metal-48xl,compute,192,384,0,0,aws-graviton-4,0,,1.7879024
c8g-xlarge,c8g,c8g.xlarge,compute,4,8,0,0,aws-graviton-4,0,,1.1553328
d2-2xlarge,d2,d2.2xlarge,storage,8,61,0,12000,intel-xeon-e52676v3,0,,2.6162132
d2-4xlarge,d2,d2.4xlarge,storage,16,122,0,24000,intel-xeon-e52676v3,0,,2.6162132
d2-8xlarge,d2,d2.8xlarge,storage,36,36,0,48000,intel-xeon-e52676v3,0,,2.6162132
d2-xlarge,d2,d2.xlarge,storage,4,30.5,0,6000,intel-xeon-e52676v3,0,,2.6162132
d3-2xlarge,d3,d3.2xlarge,storage,8,64,0,12000,intel-xeon-8259cl,0,,2.632856
d3-4xlarge,d3,d3.4xlarge,storage,16,128,0,24000,intel-xeon-8259cl,0,,2.632856
d3-8xlarge,d3,d3.8xlarge,storage,32,256,0,48000,intel-xeon-8259cl,0,,2.632856
d3-xlarge,d3,d3.xlarge,storage,4,32,0,6000,intel-xeon-8259cl,0,,2.632856
d3en-12xlarge,d3en,d3en.12xlarge,storage,48,192,0,336000,intel-xeon-8259cl,0,,2.5440944
d3en-2xlarge,d3en,d3en.2xlarge,storage,8,32,0,56000,intel-xeon-8259cl,0,,2.5440944
d3en-4xlarge,d3en,d3en.4xlarge,storage,16,64,0,112000,intel-xeon-8259cl,0,,2.5440944
d3en-6xlarge,d3en,d3en.6xlarge,storage,24,96,0,168000,intel-xeon-8259cl,0,,2.5440944
d3en-8xlarge,d3en,d3en.8xlarge,storage,32,128,0,224000,intel-xeon-8259cl,0,,2.5440944
d3en-xlarge,d3en,d3en.xlarge,storage,4,16,0,28000,intel-xeon-8259cl,0,,2.5440944
dc2-large,dc2,dc2.large,compute,2,15,160,0,intel-xeon-e52670v2,0,,2.5440944
dc2-8xlarge,dc2,dc2.8xlarge,compute,32,244,2560,0,intel-xeon-e52670v2,0,,2.5440944
dl1-24xlarge,dl1,dl1.24xlarge,accelerated,96,768,4000,0,intel-xeon-8275cl,8,intel-gaudi-1,2.1429488
dl2q-24xlarge,dl2,dl2q.24xlarge,accelerated,96,768,0,0,intel-xeon-8259cl,8,qualcomm-ai100-standard,2.1429488
f1-16xlarge,f1,f1.16xlarge,accelerated,64,976,3760,0,intel-xeon-e52686v4,8,amd-virtex-vu47p,2.831424
f1-2xlarge,f1,f1.2xlarge,accelerated,8,122,470,0,intel-xeon-e52686v4,1,amd-virtex-vu47p,2.831424
f1-4xlarge,f1,f1.4xlarge,accelerated,16,244,940,0,intel-xeon-e52686v4,2,amd-virtex-vu47p,2.831424
f2-12xlarge,f2,f2.12xlarge,accelerated,48,512,1880,0,amd-epyc-7r13,2,amd-virtex-vu47p,2.1429488
f2-48xlarge,f2,f2.48xlarge,accelerated,192,2048,7520,0,amd-epyc-7r13,8,amd-virtex-vu47p,4.1850384
g2-2xlarge,g2,g2.2xlarge,accelerated,8,15,0,0,intel-xeon-e52670,1,nvidia-grid-k520,1.9610236
g2-8xlarge,g2,g2.8xlarge,accelerated,32,60,0,0,intel-xeon-e52670,4,nvidia-grid-k520,1.9610236
g3-16xlarge,g3,g3.16xlarge,accelerated,64,488,0,0,intel-xeon-e52686v4,2,nvidia-tesla-m60,2.3546168
g3-4xlarge,g3,g3.4xlarge,accelerated,16,122,0,0,intel-xeon-e52686v4,0.5,nvidia-tesla-m60,2.3546168
g3-8xlarge,g3,g3.8xlarge,accelerated,32,244,0,0,intel-xeon-e52686v4,1,nvidia-tesla-m60,2.3546168
g3s-xlarge,g3s,g3s.xlarge,accelerated,4,30.5,0,0,intel-xeon-e52686v4,0.5,nvidia-tesla-m60,2.3546168
g4ad-16xlarge,g4ad,g4ad.16xlarge,accelerated,64,256,2400,0,amd-epyc-7r32,4,amd-radeon-v520,2.3103792
g4ad-2xlarge,g4ad,g4ad.2xlarge,accelerated,8,32,300,0,amd-epyc-7r32,1,amd-radeon-v520,3.0103792
g4ad-4xlarge,g4ad,g4ad.4xlarge,accelerated,16,64,600,0,amd-epyc-7r32,1,amd-radeon-v520,2.3103792
g4ad-8xlarge,g4ad,g4ad.8xlarge,accelerated,32,128,1200,0,amd-epyc-7r32,2,amd-radeon-v520,2.3103792
